timestamp,route_id,hour,day_of_week,peak_period,historical_demand,current_occupancy,previous_interval_demand,available_buses,passenger_demand
2026-01-03 06:00:00,B,6,3,0,655,10.0,720.34,6,666.26
2026-01-03 06:00:00,C,6,3,0,692,19.35,829.87,4,789.89
2026-01-03 06:00:00,D,6,3,0,829,10.0,894.78,4,776.92
2026-01-03 07:00:00,A,7,3,1,1054,10.0,1326.16,5,1300.47
2026-01-03 07:00:00,B,7,3,1,694,10.0,960.93,6,1033.16
2026-01-03 07:00:00,C,7,3,1,960,22.25,1018.48,4,1204.83
2026-01-03 07:00:00,D,7,3,1,819,10.0,1094.83,4,1111.73
2026-01-03 08:00:00,A,8,3,1,957,10.0,1428.02,5,1361.6
2026-01-03 08:00:00,B,8,3,1,944,10.0,819.23,6,846.38
2026-01-03 08:00:00,C,8,3,1,1066,38.01,1258.92,4,1160.6
2026-01-03 08:00:00,D,8,3,1,794,10.0,1090.53,4,1167.37
2026-01-03 09:00:00,A,9,3,1,916,18.94,1229.04,5,1274.11
2026-01-03 09:00:00,B,9,3,1,865,17.68,1032.74,6,895.06
2026-01-03 09:00:00,C,9,3,1,910,24.57,973.29,4,1198.16
2026-01-03 09:00:00,D,9,3,1,917,25.82,1168.07,4,1124.8
2026-01-03 10:00:00,A,10,3,0,573,10.0,721.34,5,728.61
2026-01-03 10:00:00,B,10,3,0,523,10.0,548.42,6,522.96
2026-01-03 10:00:00,C,10,3,0,707,10.0,629.05,4,600.91
2026-01-03 10:00:00,D,10,3,0,674,10.0,746.66,4,651.0
2026-01-03 11:00:00,A,11,3,0,598,10.0,708.1,5,720.41
2026-01-03 11:00:00,B,11,3,0,527,10.0,537.88,6,516.55
2026-01-03 11:00:00,C,11,3,0,652,10.0,758.28,4,588.48
2026-01-03 11:00:00,D,11,3,0,479,10.0,654.58,4,586.03
2026-01-03 12:00:00,A,12,3,0,507,10.0,761.95,5,626.3
2026-01-03 12:00:00,B,12,3,0,490,14.6,440.98,6,448.82
2026-01-03 12:00:00,C,12,3,0,424,11.28,568.31,4,498.83
2026-01-03 12:00:00,D,12,3,0,604,10.0,632.63,4,560.54
2026-01-03 13:00:00,A,13,3,0,596,20.7,596.95,5,548.04
2026-01-03 13:00:00,B,13,3,0,431,10.0,505.73,6,395.57
2026-01-03 13:00:00,C,13,3,0,477,12.79,584.66,4,452.66
2026-01-03 13:00:00,D,13,3,0,421,10.0,613.34,4,439.85
2026-01-03 14:00:00,A,14,3,0,396,26.02,580.32,5,480.12
2026-01-03 14:00:00,B,14,3,0,399,10.0,427.57,6,341.37
2026-01-03 14:00:00,C,14,3,0,464,10.0,560.51,4,474.39
2026-01-03 14:00:00,D,14,3,0,474,18.97,483.29,4,412.95
2026-01-03 15:00:00,A,15,3,0,343,12.88,408.55,5,371.65
2026-01-03 15:00:00,B,15,3,0,334,10.0,371.62,6,262.96
2026-01-03 15:00:00,C,15,3,0,310,10.0,468.71,4,436.6
2026-01-03 15:00:00,D,15,3,0,298,10.0,442.45,4,376.04
2026-01-03 16:00:00,A,16,3,1,514,10.0,656.96,5,708.97
2026-01-03 16:00:00,B,16,3,1,443,10.0,479.25,6,485.39
2026-01-03 16:00:00,C,16,3,1,500,23.68,625.97,4,613.98
2026-01-03 16:00:00,D,16,3,1,417,10.0,509.16,4,612.56
2026-01-03 17:00:00,A,17,3,1,560,11.48,553.12,5,585.2
2026-01-03 17:00:00,B,17,3,1,316,27.94,397.88,6,491.23
2026-01-03 17:00:00,C,17,3,1,470,11.47,612.45,4,543.1
2026-01-03 17:00:00,D,17,3,1,382,10.0,585.6,4,673.01
2026-01-03 18:00:00,A,18,3,1,401,24.43,489.83,5,666.83
2026-01-03 18:00:00,B,18,3,1,348,10.0,434.92,6,552.16
2026-01-03 18:00:00,C,18,3,1,407,10.0,557.63,4,548.79
2026-01-03 18:00:00,D,18,3,1,501,10.0,460.89,4,506.5
2026-01-03 19:00:00,A,19,3,1,531,10.0,629.14,5,687.77
2026-01-03 19:00:00,B,19,3,1,319,10.0,390.25,6,544.02
2026-01-03 19:00:00,C,19,3,1,502,32.68,537.61,4,617.74
2026-01-03 19:00:00,D,19,3,1,473,13.8,511.86,4,646.19
2026-01-03 20:00:00,A,20,3,0,320,10.0,393.49,5,443.43
2026-01-03 20:00:00,B,20,3,0,269,10.0,367.89,6,312.17
2026-01-03 20:00:00,C,20,3,0,282,14.5,455.59,4,331.42
2026-01-03 20:00:00,D,20,3,0,336,10.0,332.98,4,319.6
2026-01-03 21:00:00,A,21,3,0,396,17.08,410.74,5,401.12
2026-01-03 21:00:00,B,21,3,0,280,15.32,374.23,6,286.05
2026-01-03 21:00:00,C,21,3,0,319,10.0,423.01,4,403.86
2026-01-03 21:00:00,D,21,3,0,365,10.0,356.45,4,386.39
2026-01-03 22:00:00,A,22,3,0,521,10.0,524.64,5,483.41
2026-01-03 22:00:00,B,22,3,0,335,10.0,369.5,6,262.17
2026-01-03 22:00:00,C,22,3,0,485,10.0,442.13,4,463.92
2026-01-03 22:00:00,D,22,3,0,354,10.0,468.66,4,461.75
2026-01-03 23:00:00,A,23,3,0,421,11.25,530.52,5,571.92
2026-01-03 23:00:00,B,23,3,0,395,12.74,372.39,6,335.9
2026-01-03 23:00:00,C,23,3,0,530,16.23,555.78,4,459.68
2026-01-03 23:00:00,D,23,3,0,399,10.0,593.17,4,575.74
2026-01-04 00:00:00,A,0,4,0,669,10.0,748.44,5,624.52
2026-01-04 00:00:00,B,0,4,0,400,10.0,506.71,6,536.33
2026-01-04 00:00:00,C,0,4,0,542,10.0,570.45,4,592.78
2026-01-04 00:00:00,D,0,4,0,429,19.6,576.79,4,585.3
2026-01-04 01:00:00,A,1,4,0,556,10.0,703.25,5,692.36
2026-01-04 01:00:00,B,1,4,0,433,10.0,577.6,6,581.01
2026-01-04 01:00:00,C,1,4,0,498,10.0,689.51,4,622.93
2026-01-04 01:00:00,D,1,4,0,668,10.0,585.1,4,611.86
2026-01-04 02:00:00,A,2,4,0,715,10.0,678.27,5,829.69
2026-01-04 02:00:00,B,2,4,0,513,10.0,664.33,6,549.19
2026-01-04 02:00:00,C,2,4,0,648,10.0,673.83,4,643.23
2026-01-04 02:00:00,D,2,4,0,501,11.65,750.01,4,582.0
2026-01-04 03:00:00,A,3,4,0,671,18.62,785.24,5,846.66
2026-01-04 03:00:00,B,3,4,0,577,10.0,639.81,6,600.48
2026-01-04 03:00:00,C,3,4,0,792,21.48,794.74,4,717.57
2026-01-04 03:00:00,D,3,4,0,728,10.0,764.85,4,699.04
2026-01-04 04:00:00,A,4,4,0,892,10.04,876.11,5,811.9
2026-01-04 04:00:00,B,4,4,0,667,10.0,699.24,6,626.26
2026-01-04 04:00:00,C,4,4,0,694,10.0,736.47,4,707.08
2026-01-04 04:00:00,D,4,4,0,692,10.0,897.38,4,744.61
2026-01-04 05:00:00,A,5,4,0,821,21.78,999.96,5,882.91
2026-01-04 05:00:00,B,5,4,0,651,10.0,768.98,6,598.3
2026-01-04 05:00:00,C,5,4,0,593,10.0,759.66,4,864.6
2026-01-04 05:00:00,D,5,4,0,812,29.24,789.77,4,844.19
2026-01-04 06:00:00,A,6,4,0,833,10.0,883.82,5,1016.65
2026-01-04 06:00:00,B,6,4,0,583,10.0,709.02,6,622.12
2026-01-04 06:00:00,C,6,4,0,628,17.48,814.88,4,802.14
2026-01-04 06:00:00,D,6,4,0,838,10.48,880.68,4,685.64
2026-01-04 07:00:00,A,7,4,1,1297,10.0,1145.43,5,1332.92
2026-01-04 07:00:00,B,7,4,1,835,10.0,869.38,6,945.2
2026-01-04 07:00:00,C,7,4,1,1017,10.0,1097.52,4,1230.26
2026-01-04 07:00:00,D,7,4,1,855,17.73,1223.33,4,1109.0
2026-01-04 08:00:00,A,8,4,1,1258,10.0,1194.0,5,1295.57
2026-01-04 08:00:00,B,8,4,1,942,10.0,1082.53,6,929.78
2026-01-04 08:00:00,C,8,4,1,1015,10.0,1020.09,4,1241.8
2026-01-04 08:00:00,D,8,4,1,990,10.0,1259.29,4,1125.41
2026-01-04 09:00:00,A,9,4,1,1189,10.0,1121.15,5,1230.0
2026-01-04 09:00:00,B,9,4,1,729,10.0,959.07,6,960.27
2026-01-04 09:00:00,C,9,4,1,843,13.22,1195.15,4,1128.36
2026-01-04 09:00:00,D,9,4,1,788,10.0,945.23,4,1103.04
2026-01-04 10:00:00,A,10,4,0,670,10.0,895.77,5,714.97
2026-01-04 10:00:00,B,10,4,0,573,11.23,539.45,6,591.63
2026-01-04 10:00:00,C,10,4,0,566,22.88,734.87,4,738.15
2026-01-04 10:00:00,D,10,4,0,677,10.0,814.09,4,667.77
2026-01-04 11:00:00,A,11,4,0,646,10.0,737.98,5,680.96
2026-01-04 11:00:00,B,11,4,0,545,10.0,476.09,6,503.48
2026-01-04 11:00:00,C,11,4,0,588,19.17,767.79,4,636.32
2026-01-04 11:00:00,D,11,4,0,482,10.0,602.21,4,651.46
2026-01-04 12:00:00,A,12,4,0,570,10.0,631.82,5,646.08
2026-01-04 12:00:00,B,12,4,0,500,10.0,495.29,6,471.11
2026-01-04 12:00:00,C,12,4,0,453,10.0,653.99,4,486.44
2026-01-04 12:00:00,D,12,4,0,480,10.33,562.76,4,519.96
2026-01-04 13:00:00,A,13,4,0,575,10.0,625.38,5,559.31
2026-01-04 13:00:00,B,13,4,0,398,22.81,500.08,6,363.69
2026-01-04 13:00:00,C,13,4,0,390,10.0,630.84,4,494.1
2026-01-04 13:00:00,D,13,4,0,481,15.22,467.72,4,482.13
2026-01-04 14:00:00,A,14,4,0,501,10.0,610.35,5,454.21
2026-01-04 14:00:00,B,14,4,0,334,16.3,412.58,6,301.04
2026-01-04 14:00:00,C,14,4,0,445,10.0,460.2,4,461.53
2026-01-04 14:00:00,D,14,4,0,469,10.0,403.66,4,378.41
2026-01-04 15:00:00,A,15,4,0,484,10.0,506.13,5,486.68
2026-01-04 15:00:00,B,15,4,0,310,24.26,378.85,6,322.09
2026-01-04 15:00:00,C,15,4,0,363,12.57,436.08,4,410.36
2026-01-04 15:00:00,D,15,4,0,358,10.0,403.72,4,377.22
2026-01-04 16:00:00,A,16,4,1,566,10.0,538.54,5,717.93
2026-01-04 16:00:00,B,16,4,1,346,12.59,382.92,6,476.65
2026-01-04 16:00:00,C,16,4,1,514,10.0,627.3,4,585.19
2026-01-04 16:00:00,D,16,4,1,434,10.0,509.22,4,605.95
2026-01-04 17:00:00,A,17,4,1,510,10.0,661.04,5,670.89
2026-01-04 17:00:00,B,17,4,1,333,10.0,488.97,6,408.3
2026-01-04 17:00:00,C,17,4,1,436,10.0,496.26,4,653.73
2026-01-04 17:00:00,D,17,4,1,507,10.0,435.77,4,566.1
2026-01-04 18:00:00,A,18,4,1,556,16.25,559.77,5,676.66
2026-01-04 18:00:00,B,18,4,1,376,10.0,422.71,6,529.04
2026-01-04 18:00:00,C,18,4,1,515,10.0,472.44,4,565.21
2026-01-04 18:00:00,D,18,4,1,477,10.0,582.92,4,523.32
2026-01-04 19:00:00,A,19,4,1,452,10.0,579.45,5,590.47
2026-01-04 19:00:00,B,19,4,1,379,10.0,396.91,6,511.73
2026-01-04 19:00:00,C,19,4,1,515,10.0,478.82,4,579.75
2026-01-04 19:00:00,D,19,4,1,494,10.0,433.13,4,541.62
2026-01-04 20:00:00,A,20,4,0,322,20.74,386.8,5,398.98
2026-01-04 20:00:00,B,20,4,0,240,10.0,372.4,6,256.96
2026-01-04 20:00:00,C,20,4,0,403,18.9,411.71,4,342.23
2026-01-04 20:00:00,D,20,4,0,305,10.0,342.13,4,380.25
2026-01-04 21:00:00,A,21,4,0,466,10.0,506.67,5,384.59
2026-01-04 21:00:00,B,21,4,0,303,10.56,342.79,6,300.2
2026-01-04 21:00:00,C,21,4,0,445,12.91,456.43,4,374.95
2026-01-04 21:00:00,D,21,4,0,432,10.0,369.47,4,418.13
2026-01-04 22:00:00,A,22,4,0,383,19.06,529.86,5,526.83
2026-01-04 22:00:00,B,22,4,0,380,10.0,373.43,6,396.33
2026-01-04 22:00:00,C,22,4,0,457,10.0,471.88,4,489.01
2026-01-04 22:00:00,D,22,4,0,353,10.0,473.37,4,430.78
2026-01-04 23:00:00,A,23,4,0,524,10.0,522.27,5,543.14
2026-01-04 23:00:00,B,23,4,0,369,10.0,375.47,6,408.93
2026-01-04 23:00:00,C,23,4,0,525,10.0,461.21,4,493.45
2026-01-04 23:00:00,D,23,4,0,514,10.0,470.8,4,400.47
2026-01-05 00:00:00,A,0,5,0,554,10.0,740.51,5,686.18
2026-01-05 00:00:00,B,0,5,0,422,19.26,451.49,6,457.68
2026-01-05 00:00:00,C,0,5,0,466,10.0,599.33,4,459.62
2026-01-05 00:00:00,D,0,5,0,431,10.0,641.99,4,583.05
2026-01-05 01:00:00,A,1,5,0,612,10.0,662.0,5,734.96
2026-01-05 01:00:00,B,1,5,0,456,15.75,477.05,6,477.94
2026-01-05 01:00:00,C,1,5,0,657,10.0,750.78,4,688.67
2026-01-05 01:00:00,D,1,5,0,518,10.0,595.31,4,592.8
2026-01-05 02:00:00,A,2,5,0,779,10.0,822.37,5,710.06
2026-01-05 02:00:00,B,2,5,0,526,26.18,497.57,6,530.84
2026-01-05 02:00:00,C,2,5,0,687,10.0,670.75,4,631.9
2026-01-05 02:00:00,D,2,5,0,560,10.0,726.27,4,669.09
2026-01-05 03:00:00,A,3,5,0,790,11.68,808.63,5,838.95
2026-01-05 03:00:00,B,3,5,0,622,12.47,526.7,6,523.04
2026-01-05 03:00:00,C,3,5,0,662,10.41,694.72,4,717.18
2026-01-05 03:00:00,D,3,5,0,584,17.99,869.19,4,741.88
2026-01-05 04:00:00,A,4,5,0,693,30.53,813.63,5,798.47
2026-01-05 04:00:00,B,4,5,0,498,10.0,597.05,6,592.08
2026-01-05 04:00:00,C,4,5,0,665,10.0,912.08,4,729.04
2026-01-05 04:00:00,D,4,5,0,716,10.0,761.86,4,756.61
2026-01-05 05:00:00,A,5,5,0,679,10.0,1047.57,5,832.99
2026-01-05 05:00:00,B,5,5,0,501,10.0,594.48,6,530.94
2026-01-05 05:00:00,C,5,5,0,730,22.42,910.14,4,839.99
2026-01-05 05:00:00,D,5,5,0,661,15.77,700.58,4,788.85
2026-01-05 06:00:00,A,6,5,0,707,10.0,962.62,5,899.08
2026-01-05 06:00:00,B,6,5,0,568,10.0,685.98,6,642.29
2026-01-05 06:00:00,C,6,5,0,646,10.0,746.03,4,815.27
2026-01-05 06:00:00,D,6,5,0,677,25.06,929.79,4,727.74
2026-01-05 07:00:00,A,7,5,1,1317,10.0,1288.09,5,1338.61
2026-01-05 07:00:00,B,7,5,1,813,10.0,928.75,6,935.42
2026-01-05 07:00:00,C,7,5,1,1046,27.43,1175.98,4,1231.3
2026-01-05 07:00:00,D,7,5,1,849,10.0,1106.91,4,1192.41
2026-01-05 08:00:00,A,8,5,1,982,10.0,1372.44,5,1304.61
2026-01-05 08:00:00,B,8,5,1,904,10.0,1012.81,6,974.58
2026-01-05 08:00:00,C,8,5,1,827,16.91,1193.14,4,1212.49
2026-01-05 08:00:00,D,8,5,1,1003,26.17,1092.24,4,1179.68
2026-01-05 09:00:00,A,9,5,1,1074,10.0,1035.93,5,1316.94
2026-01-05 09:00:00,B,9,5,1,766,10.0,961.49,6,841.04
2026-01-05 09:00:00,C,9,5,1,887,18.09,924.46,4,1146.26
2026-01-05 09:00:00,D,9,5,1,847,10.0,1033.85,4,1150.27
2026-01-05 10:00:00,A,10,5,0,702,10.0,877.01,5,652.99
2026-01-05 10:00:00,B,10,5,0,446,14.71,677.02,6,517.44
2026-01-05 10:00:00,C,10,5,0,700,10.0,817.14,4,583.0
2026-01-05 10:00:00,D,10,5,0,638,14.57,727.01,4,550.77
2026-01-05 11:00:00,A,11,5,0,545,20.53,708.91,5,672.96
2026-01-05 11:00:00,B,11,5,0,431,13.85,600.43,6,521.39
2026-01-05 11:00:00,C,11,5,0,568,27.22,565.37,4,639.31
2026-01-05 11:00:00,D,11,5,0,537,19.36,583.07,4,583.91
2026-01-05 12:00:00,A,12,5,0,582,10.0,570.36,5,667.54
2026-01-05 12:00:00,B,12,5,0,397,10.0,432.68,6,489.39
2026-01-05 12:00:00,C,12,5,0,583,10.0,694.6,4,576.15
2026-01-05 12:00:00,D,12,5,0,582,26.91,512.4,4,581.6
2026-01-05 13:00:00,A,13,5,0,427,10.0,587.46,5,578.65
2026-01-05 13:00:00,B,13,5,0,312,10.0,510.07,6,512.73
2026-01-05 13:00:00,C,13,5,0,387,10.0,508.45,4,500.7
2026-01-05 13:00:00,D,13,5,0,516,10.87,590.42,4,510.72
2026-01-05 14:00:00,A,14,5,0,474,10.0,542.74,5,476.38
2026-01-05 14:00:00,B,14,5,0,397,10.0,385.14,6,406.03
2026-01-05 14:00:00,C,14,5,0,491,14.1,435.98,4,468.16
2026-01-05 14:00:00,D,14,5,0,459,19.62,531.49,4,484.78
2026-01-05 15:00:00,A,15,5,0,356,13.68,534.66,5,375.27
2026-01-05 15:00:00,B,15,5,0,348,10.0,356.78,6,335.0
2026-01-05 15:00:00,C,15,5,0,368,21.05,463.81,4,275.46
2026-01-05 15:00:00,D,15,5,0,309,10.0,406.39,4,400.11
2026-01-05 16:00:00,A,16,5,1,622,10.0,677.7,5,646.56
2026-01-05 16:00:00,B,16,5,1,347,21.25,385.2,6,553.02
2026-01-05 16:00:00,C,16,5,1,563,26.7,509.97,4,624.01
2026-01-05 16:00:00,D,16,5,1,411,10.0,502.28,4,606.53
2026-01-05 17:00:00,A,17,5,1,580,10.0,525.25,5,683.71
2026-01-05 17:00:00,B,17,5,1,408,11.12,443.62,6,529.5
2026-01-05 17:00:00,C,17,5,1,427,30.84,589.55,4,657.03
2026-01-05 17:00:00,D,17,5,1,519,10.0,469.82,4,634.66
2026-01-05 18:00:00,A,18,5,1,432,10.0,620.45,5,630.98
2026-01-05 18:00:00,B,18,5,1,350,20.04,437.45,6,456.59
2026-01-05 18:00:00,C,18,5,1,517,15.05,552.59,4,622.95
2026-01-05 18:00:00,D,18,5,1,437,10.0,439.9,4,505.6
2026-01-05 19:00:00,A,19,5,1,499,10.0,571.11,5,519.45
2026-01-05 19:00:00,B,19,5,1,380,16.75,415.28,6,522.63
2026-01-05 19:00:00,C,19,5,1,536,21.35,550.68,4,613.34
2026-01-05 19:00:00,D,19,5,1,370,22.2,582.48,4,563.16
2026-01-05 20:00:00,A,20,5,0,367,10.0,459.58,5,390.05
2026-01-05 20:00:00,B,20,5,0,260,10.0,357.55,6,302.12
2026-01-05 20:00:00,C,20,5,0,324,10.0,418.44,4,336.02
2026-01-05 20:00:00,D,20,5,0,364,10.0,427.25,4,362.59
