id,timestamp,track_id,object_type,zone,risk_level,event_type
483,2026-06-29T11:38:12,5,Pedestrian,Door safety zone,MEDIUM,Pedestrian near door
482,2026-06-29T11:38:12,12,Motorcycle,Left blind spot,HIGH,Blind spot intrusion
481,2026-06-29T11:37:55,5,Pedestrian,Door safety zone,MEDIUM,Pedestrian near door
480,2026-06-29T11:37:52,12,Motorcycle,Left blind spot,HIGH,Blind spot intrusion
479,2026-06-29T11:37:38,12,Motorcycle,Left blind spot,HIGH,Blind spot intrusion
478,2026-06-29T11:37:37,5,Pedestrian,Door safety zone,MEDIUM,Pedestrian near door
477,2026-06-29T11:37:20,5,Pedestrian,Door safety zone,MEDIUM,Pedestrian near door
476,2026-06-29T11:37:20,12,Motorcycle,Left blind spot,HIGH,Blind spot intrusion
475,2026-06-29T11:37:04,12,Motorcycle,Left blind spot,HIGH,Blind spot intrusion
474,2026-06-29T11:37:03,5,Pedestrian,Door safety zone,MEDIUM,Pedestrian near door
473,2026-06-29T11:36:47,5,Pedestrian,Door safety zone,MEDIUM,Pedestrian near door
472,2026-06-29T11:36:47,12,Motorcycle,Left blind spot,HIGH,Blind spot intrusion
471,2026-06-29T11:36:30,5,Pedestrian,Door safety zone,MEDIUM,Pedestrian near door
470,2026-06-29T11:36:30,12,Motorcycle,Left blind spot,HIGH,Blind spot intrusion
469,2026-06-29T11:36:14,5,Pedestrian,Door safety zone,MEDIUM,Pedestrian near door
468,2026-06-29T11:36:14,12,Motorcycle,Left blind spot,HIGH,Blind spot intrusion
467,2026-06-29T11:35:57,5,Pedestrian,Door safety zone,MEDIUM,Pedestrian near door
466,2026-06-29T11:35:57,12,Motorcycle,Left blind spot,HIGH,Blind spot intrusion
465,2026-06-29T11:35:44,12,Motorcycle,Left blind spot,HIGH,Blind spot intrusion
464,2026-06-29T11:35:41,5,Pedestrian,Door safety zone,MEDIUM,Pedestrian near door
463,2026-06-29T11:35:24,5,Pedestrian,Door safety zone,MEDIUM,Pedestrian near door
462,2026-06-29T11:35:24,12,Motorcycle,Left blind spot,HIGH,Blind spot intrusion
461,2026-06-29T10:47:42,12,Motorcycle,Left blind spot,HIGH,Blind spot intrusion
460,2026-06-29T10:47:40,5,Pedestrian,Door safety zone,MEDIUM,Pedestrian near door
459,2026-06-29T10:47:22,5,Pedestrian,Door safety zone,MEDIUM,Pedestrian near door
458,2026-06-29T10:47:22,12,Motorcycle,Left blind spot,HIGH,Blind spot intrusion
457,2026-06-29T10:47:07,12,Motorcycle,Left blind spot,HIGH,Blind spot intrusion
456,2026-06-29T10:47:06,5,Pedestrian,Door safety zone,MEDIUM,Pedestrian near door
455,2026-06-29T10:46:49,5,Pedestrian,Door safety zone,MEDIUM,Pedestrian near door
454,2026-06-29T10:46:49,12,Motorcycle,Left blind spot,HIGH,Blind spot intrusion
453,2026-06-29T10:46:36,5,Pedestrian,Door safety zone,MEDIUM,Pedestrian near door
452,2026-06-29T10:46:33,12,Motorcycle,Left blind spot,HIGH,Blind spot intrusion
451,2026-06-29T10:46:18,5,Pedestrian,Door safety zone,MEDIUM,Pedestrian near door
450,2026-06-29T10:46:16,12,Motorcycle,Left blind spot,HIGH,Blind spot intrusion
449,2026-06-29T10:46:00,5,Pedestrian,Door safety zone,MEDIUM,Pedestrian near door
448,2026-06-29T10:46:00,12,Motorcycle,Left blind spot,HIGH,Blind spot intrusion
447,2026-06-29T10:45:46,12,Motorcycle,Left blind spot,HIGH,Blind spot intrusion
446,2026-06-29T10:45:43,5,Pedestrian,Door safety zone,MEDIUM,Pedestrian near door
445,2026-06-29T10:45:27,5,Pedestrian,Door safety zone,MEDIUM,Pedestrian near door
444,2026-06-29T10:45:27,12,Motorcycle,Left blind spot,HIGH,Blind spot intrusion
443,2026-06-29T10:45:12,12,Motorcycle,Left blind spot,HIGH,Blind spot intrusion
442,2026-06-29T10:45:10,5,Pedestrian,Door safety zone,MEDIUM,Pedestrian near door
441,2026-06-29T10:44:53,5,Pedestrian,Door safety zone,MEDIUM,Pedestrian near door
440,2026-06-29T10:44:53,12,Motorcycle,Left blind spot,HIGH,Blind spot intrusion
439,2026-06-29T10:44:38,12,Motorcycle,Left blind spot,HIGH,Blind spot intrusion
438,2026-06-29T10:44:37,5,Pedestrian,Door safety zone,MEDIUM,Pedestrian near door
437,2026-06-29T10:44:21,5,Pedestrian,Door safety zone,MEDIUM,Pedestrian near door
436,2026-06-29T10:44:21,12,Motorcycle,Left blind spot,HIGH,Blind spot intrusion
435,2026-06-29T10:44:04,5,Pedestrian,Door safety zone,MEDIUM,Pedestrian near door
434,2026-06-29T10:44:04,12,Motorcycle,Left blind spot,HIGH,Blind spot intrusion
433,2026-06-29T10:43:48,5,Pedestrian,Door safety zone,MEDIUM,Pedestrian near door
432,2026-06-29T10:43:47,12,Motorcycle,Left blind spot,HIGH,Blind spot intrusion
431,2026-06-29T10:43:31,5,Pedestrian,Door safety zone,MEDIUM,Pedestrian near door
430,2026-06-29T10:43:31,12,Motorcycle,Left blind spot,HIGH,Blind spot intrusion
429,2026-06-29T10:43:18,12,Motorcycle,Left blind spot,HIGH,Blind spot intrusion
428,2026-06-29T10:43:14,5,Pedestrian,Door safety zone,MEDIUM,Pedestrian near door
427,2026-06-29T10:42:58,5,Pedestrian,Door safety zone,MEDIUM,Pedestrian near door
426,2026-06-29T10:42:58,12,Motorcycle,Left blind spot,HIGH,Blind spot intrusion
425,2026-06-29T10:42:45,5,Pedestrian,Door safety zone,MEDIUM,Pedestrian near door
424,2026-06-29T10:42:44,12,Motorcycle,Left blind spot,HIGH,Blind spot intrusion
423,2026-06-29T10:42:28,5,Pedestrian,Door safety zone,MEDIUM,Pedestrian near door
422,2026-06-29T10:42:25,12,Motorcycle,Left blind spot,HIGH,Blind spot intrusion
421,2026-06-29T10:42:10,5,Pedestrian,Door safety zone,MEDIUM,Pedestrian near door
420,2026-06-29T10:42:10,12,Motorcycle,Left blind spot,HIGH,Blind spot intrusion
419,2026-06-29T10:41:53,5,Pedestrian,Door safety zone,MEDIUM,Pedestrian near door
418,2026-06-29T10:41:53,12,Motorcycle,Left blind spot,HIGH,Blind spot intrusion
417,2026-06-29T10:41:36,5,Pedestrian,Door safety zone,MEDIUM,Pedestrian near door
416,2026-06-29T10:41:36,12,Motorcycle,Left blind spot,HIGH,Blind spot intrusion
415,2026-06-29T10:41:20,5,Pedestrian,Door safety zone,MEDIUM,Pedestrian near door
414,2026-06-29T10:41:20,12,Motorcycle,Left blind spot,HIGH,Blind spot intrusion
413,2026-06-29T10:41:03,5,Pedestrian,Door safety zone,MEDIUM,Pedestrian near door
412,2026-06-29T10:41:03,12,Motorcycle,Left blind spot,HIGH,Blind spot intrusion
411,2026-06-29T10:40:50,12,Motorcycle,Left blind spot,HIGH,Blind spot intrusion
410,2026-06-29T10:40:47,5,Pedestrian,Door safety zone,MEDIUM,Pedestrian near door
409,2026-06-29T10:40:30,5,Pedestrian,Door safety zone,MEDIUM,Pedestrian near door
408,2026-06-29T10:40:30,12,Motorcycle,Left blind spot,HIGH,Blind spot intrusion
407,2026-06-29T10:40:16,12,Motorcycle,Left blind spot,HIGH,Blind spot intrusion
406,2026-06-29T10:40:14,5,Pedestrian,Door safety zone,MEDIUM,Pedestrian near door
405,2026-06-29T10:39:57,5,Pedestrian,Door safety zone,MEDIUM,Pedestrian near door
404,2026-06-29T10:39:57,12,Motorcycle,Left blind spot,HIGH,Blind spot intrusion
403,2026-06-29T10:39:41,12,Motorcycle,Left blind spot,HIGH,Blind spot intrusion
402,2026-06-29T10:39:41,5,Pedestrian,Door safety zone,MEDIUM,Pedestrian near door
401,2026-06-29T10:39:24,5,Pedestrian,Door safety zone,MEDIUM,Pedestrian near door
400,2026-06-29T10:39:24,12,Motorcycle,Left blind spot,HIGH,Blind spot intrusion
399,2026-06-29T10:39:08,5,Pedestrian,Door safety zone,MEDIUM,Pedestrian near door
398,2026-06-29T10:39:08,12,Motorcycle,Left blind spot,HIGH,Blind spot intrusion
397,2026-06-29T10:38:51,5,Pedestrian,Door safety zone,MEDIUM,Pedestrian near door
396,2026-06-29T10:38:51,12,Motorcycle,Left blind spot,HIGH,Blind spot intrusion
395,2026-06-29T10:38:38,5,Pedestrian,Door safety zone,MEDIUM,Pedestrian near door
394,2026-06-29T10:38:35,12,Motorcycle,Left blind spot,HIGH,Blind spot intrusion
393,2026-06-29T10:38:21,12,Motorcycle,Left blind spot,HIGH,Blind spot intrusion
392,2026-06-29T10:38:20,5,Pedestrian,Door safety zone,MEDIUM,Pedestrian near door
391,2026-06-29T10:38:02,5,Pedestrian,Door safety zone,MEDIUM,Pedestrian near door
390,2026-06-29T10:38:01,12,Motorcycle,Left blind spot,HIGH,Blind spot intrusion
389,2026-06-29T10:37:47,12,Motorcycle,Left blind spot,HIGH,Blind spot intrusion
388,2026-06-29T10:37:45,5,Pedestrian,Door safety zone,MEDIUM,Pedestrian near door
387,2026-06-29T10:37:29,5,Pedestrian,Door safety zone,MEDIUM,Pedestrian near door
386,2026-06-29T10:37:29,12,Motorcycle,Left blind spot,HIGH,Blind spot intrusion
385,2026-06-29T10:37:13,12,Motorcycle,Left blind spot,HIGH,Blind spot intrusion
384,2026-06-29T10:37:12,5,Pedestrian,Door safety zone,MEDIUM,Pedestrian near door
383,2026-06-29T10:36:56,5,Pedestrian,Door safety zone,MEDIUM,Pedestrian near door
382,2026-06-29T10:36:56,12,Motorcycle,Left blind spot,HIGH,Blind spot intrusion
381,2026-06-29T10:36:39,5,Pedestrian,Door safety zone,MEDIUM,Pedestrian near door
380,2026-06-29T10:36:39,12,Motorcycle,Left blind spot,HIGH,Blind spot intrusion
379,2026-06-29T10:36:23,5,Pedestrian,Door safety zone,MEDIUM,Pedestrian near door
378,2026-06-29T10:36:23,12,Motorcycle,Left blind spot,HIGH,Blind spot intrusion
377,2026-06-29T10:36:06,5,Pedestrian,Door safety zone,MEDIUM,Pedestrian near door
376,2026-06-29T10:36:06,12,Motorcycle,Left blind spot,HIGH,Blind spot intrusion
375,2026-06-29T10:35:53,12,Motorcycle,Left blind spot,HIGH,Blind spot intrusion
374,2026-06-29T10:35:50,5,Pedestrian,Door safety zone,MEDIUM,Pedestrian near door
373,2026-06-29T10:35:33,5,Pedestrian,Door safety zone,MEDIUM,Pedestrian near door
372,2026-06-29T10:35:33,12,Motorcycle,Left blind spot,HIGH,Blind spot intrusion
371,2026-06-29T10:35:19,12,Motorcycle,Left blind spot,HIGH,Blind spot intrusion
370,2026-06-29T10:35:17,5,Pedestrian,Door safety zone,MEDIUM,Pedestrian near door
369,2026-06-29T10:35:00,5,Pedestrian,Door safety zone,MEDIUM,Pedestrian near door
368,2026-06-29T10:35:00,12,Motorcycle,Left blind spot,HIGH,Blind spot intrusion
367,2026-06-29T10:34:47,5,Pedestrian,Door safety zone,MEDIUM,Pedestrian near door
366,2026-06-29T10:34:44,12,Motorcycle,Left blind spot,HIGH,Blind spot intrusion
365,2026-06-29T10:34:29,5,Pedestrian,Door safety zone,MEDIUM,Pedestrian near door
364,2026-06-29T10:34:27,12,Motorcycle,Left blind spot,HIGH,Blind spot intrusion
363,2026-06-29T10:34:12,5,Pedestrian,Door safety zone,MEDIUM,Pedestrian near door
362,2026-06-29T10:34:11,12,Motorcycle,Left blind spot,HIGH,Blind spot intrusion
361,2026-06-29T10:33:54,5,Pedestrian,Door safety zone,MEDIUM,Pedestrian near door
360,2026-06-29T10:33:54,12,Motorcycle,Left blind spot,HIGH,Blind spot intrusion
359,2026-06-29T10:33:38,5,Pedestrian,Door safety zone,MEDIUM,Pedestrian near door
358,2026-06-29T10:33:38,12,Motorcycle,Left blind spot,HIGH,Blind spot intrusion
357,2026-06-29T10:33:25,12,Motorcycle,Left blind spot,HIGH,Blind spot intrusion
356,2026-06-29T10:33:21,5,Pedestrian,Door safety zone,MEDIUM,Pedestrian near door
355,2026-06-29T10:33:05,5,Pedestrian,Door safety zone,MEDIUM,Pedestrian near door
354,2026-06-29T10:33:05,12,Motorcycle,Left blind spot,HIGH,Blind spot intrusion
353,2026-06-29T10:32:51,12,Motorcycle,Left blind spot,HIGH,Blind spot intrusion
352,2026-06-29T10:32:49,5,Pedestrian,Door safety zone,MEDIUM,Pedestrian near door
351,2026-06-29T10:32:32,5,Pedestrian,Door safety zone,MEDIUM,Pedestrian near door
350,2026-06-29T10:32:32,12,Motorcycle,Left blind spot,HIGH,Blind spot intrusion
349,2026-06-29T10:32:17,12,Motorcycle,Left blind spot,HIGH,Blind spot intrusion
348,2026-06-29T10:32:16,5,Pedestrian,Door safety zone,MEDIUM,Pedestrian near door
347,2026-06-29T10:31:59,5,Pedestrian,Door safety zone,MEDIUM,Pedestrian near door
346,2026-06-29T10:31:59,12,Motorcycle,Left blind spot,HIGH,Blind spot intrusion
345,2026-06-29T10:31:43,5,Pedestrian,Door safety zone,MEDIUM,Pedestrian near door
344,2026-06-29T10:31:43,12,Motorcycle,Left blind spot,HIGH,Blind spot intrusion
343,2026-06-29T10:31:27,5,Pedestrian,Door safety zone,MEDIUM,Pedestrian near door
342,2026-06-29T10:31:27,12,Motorcycle,Left blind spot,HIGH,Blind spot intrusion
341,2026-06-29T10:31:10,5,Pedestrian,Door safety zone,MEDIUM,Pedestrian near door
340,2026-06-29T10:31:10,12,Motorcycle,Left blind spot,HIGH,Blind spot intrusion
339,2026-06-29T10:30:57,12,Motorcycle,Left blind spot,HIGH,Blind spot intrusion
338,2026-06-29T10:30:54,5,Pedestrian,Door safety zone,MEDIUM,Pedestrian near door
337,2026-06-29T10:30:40,5,Pedestrian,Door safety zone,MEDIUM,Pedestrian near door
336,2026-06-29T10:30:37,12,Motorcycle,Left blind spot,HIGH,Blind spot intrusion
335,2026-06-29T10:30:23,12,Motorcycle,Left blind spot,HIGH,Blind spot intrusion
334,2026-06-29T10:30:23,5,Pedestrian,Door safety zone,MEDIUM,Pedestrian near door
333,2026-06-29T10:30:05,5,Pedestrian,Door safety zone,MEDIUM,Pedestrian near door
332,2026-06-29T10:30:05,12,Motorcycle,Left blind spot,HIGH,Blind spot intrusion
331,2026-06-29T10:29:49,12,Motorcycle,Left blind spot,HIGH,Blind spot intrusion
330,2026-06-29T10:29:48,5,Pedestrian,Door safety zone,MEDIUM,Pedestrian near door
329,2026-06-29T10:29:32,5,Pedestrian,Door safety zone,MEDIUM,Pedestrian near door
328,2026-06-29T10:29:32,12,Motorcycle,Left blind spot,HIGH,Blind spot intrusion
327,2026-06-29T10:29:15,5,Pedestrian,Door safety zone,MEDIUM,Pedestrian near door
326,2026-06-29T10:29:15,12,Motorcycle,Left blind spot,HIGH,Blind spot intrusion
325,2026-06-29T10:28:59,5,Pedestrian,Door safety zone,MEDIUM,Pedestrian near door
324,2026-06-29T10:28:59,12,Motorcycle,Left blind spot,HIGH,Blind spot intrusion
323,2026-06-29T10:28:43,5,Pedestrian,Door safety zone,MEDIUM,Pedestrian near door
322,2026-06-29T10:28:43,12,Motorcycle,Left blind spot,HIGH,Blind spot intrusion
321,2026-06-29T10:28:29,12,Motorcycle,Left blind spot,HIGH,Blind spot intrusion
320,2026-06-29T10:28:26,5,Pedestrian,Door safety zone,MEDIUM,Pedestrian near door
319,2026-06-29T10:28:09,5,Pedestrian,Door safety zone,MEDIUM,Pedestrian near door
318,2026-06-29T10:28:09,12,Motorcycle,Left blind spot,HIGH,Blind spot intrusion
317,2026-06-29T10:27:55,12,Motorcycle,Left blind spot,HIGH,Blind spot intrusion
316,2026-06-29T10:27:53,5,Pedestrian,Door safety zone,MEDIUM,Pedestrian near door
315,2026-06-29T10:27:37,5,Pedestrian,Door safety zone,MEDIUM,Pedestrian near door
314,2026-06-29T10:27:37,12,Motorcycle,Left blind spot,HIGH,Blind spot intrusion
313,2026-06-29T10:27:21,12,Motorcycle,Left blind spot,HIGH,Blind spot intrusion
312,2026-06-29T10:27:20,5,Pedestrian,Door safety zone,MEDIUM,Pedestrian near door
311,2026-06-29T10:27:04,5,Pedestrian,Door safety zone,MEDIUM,Pedestrian near door
310,2026-06-29T10:27:04,12,Motorcycle,Left blind spot,HIGH,Blind spot intrusion
309,2026-06-29T10:26:51,5,Pedestrian,Door safety zone,MEDIUM,Pedestrian near door
308,2026-06-29T10:26:47,12,Motorcycle,Left blind spot,HIGH,Blind spot intrusion
307,2026-06-29T10:26:33,5,Pedestrian,Door safety zone,MEDIUM,Pedestrian near door
306,2026-06-29T10:26:31,12,Motorcycle,Left blind spot,HIGH,Blind spot intrusion
305,2026-06-29T10:26:15,5,Pedestrian,Door safety zone,MEDIUM,Pedestrian near door
304,2026-06-29T10:26:14,12,Motorcycle,Left blind spot,HIGH,Blind spot intrusion
303,2026-06-29T10:26:01,12,Motorcycle,Left blind spot,HIGH,Blind spot intrusion
302,2026-06-29T10:25:58,5,Pedestrian,Door safety zone,MEDIUM,Pedestrian near door
301,2026-06-29T10:25:41,5,Pedestrian,Door safety zone,MEDIUM,Pedestrian near door
300,2026-06-29T10:25:41,12,Motorcycle,Left blind spot,HIGH,Blind spot intrusion
299,2026-06-29T10:25:27,12,Motorcycle,Left blind spot,HIGH,Blind spot intrusion
298,2026-06-29T10:25:25,5,Pedestrian,Door safety zone,MEDIUM,Pedestrian near door
297,2026-06-29T10:25:08,5,Pedestrian,Door safety zone,MEDIUM,Pedestrian near door
296,2026-06-29T10:25:08,12,Motorcycle,Left blind spot,HIGH,Blind spot intrusion
295,2026-06-29T10:24:53,12,Motorcycle,Left blind spot,HIGH,Blind spot intrusion
294,2026-06-29T10:24:52,5,Pedestrian,Door safety zone,MEDIUM,Pedestrian near door
293,2026-06-29T10:24:35,5,Pedestrian,Door safety zone,MEDIUM,Pedestrian near door
292,2026-06-29T10:24:35,12,Motorcycle,Left blind spot,HIGH,Blind spot intrusion
291,2026-06-29T10:24:19,5,Pedestrian,Door safety zone,MEDIUM,Pedestrian near door
290,2026-06-29T10:24:19,12,Motorcycle,Left blind spot,HIGH,Blind spot intrusion
289,2026-06-29T10:24:02,5,Pedestrian,Door safety zone,MEDIUM,Pedestrian near door
288,2026-06-29T10:24:02,12,Motorcycle,Left blind spot,HIGH,Blind spot intrusion
287,2026-06-29T10:23:46,5,Pedestrian,Door safety zone,MEDIUM,Pedestrian near door
286,2026-06-29T10:23:45,12,Motorcycle,Left blind spot,HIGH,Blind spot intrusion
285,2026-06-29T10:23:32,12,Motorcycle,Left blind spot,HIGH,Blind spot intrusion
284,2026-06-29T10:23:29,5,Pedestrian,Door safety zone,MEDIUM,Pedestrian near door
283,2026-06-29T10:23:12,5,Pedestrian,Door safety zone,MEDIUM,Pedestrian near door
282,2026-06-29T10:23:12,12,Motorcycle,Left blind spot,HIGH,Blind spot intrusion
281,2026-06-29T10:22:58,12,Motorcycle,Left blind spot,HIGH,Blind spot intrusion
280,2026-06-29T10:22:56,5,Pedestrian,Door safety zone,MEDIUM,Pedestrian near door
279,2026-06-29T10:22:42,5,Pedestrian,Door safety zone,MEDIUM,Pedestrian near door
278,2026-06-29T10:22:39,12,Motorcycle,Left blind spot,HIGH,Blind spot intrusion
277,2026-06-29T10:22:25,5,Pedestrian,Door safety zone,MEDIUM,Pedestrian near door
276,2026-06-29T10:22:24,12,Motorcycle,Left blind spot,HIGH,Blind spot intrusion
275,2026-06-29T10:22:07,5,Pedestrian,Door safety zone,MEDIUM,Pedestrian near door
274,2026-06-29T10:22:07,12,Motorcycle,Left blind spot,HIGH,Blind spot intrusion
273,2026-06-29T10:21:50,5,Pedestrian,Door safety zone,MEDIUM,Pedestrian near door
272,2026-06-29T10:21:50,12,Motorcycle,Left blind spot,HIGH,Blind spot intrusion
271,2026-06-29T10:21:34,5,Pedestrian,Door safety zone,MEDIUM,Pedestrian near door
270,2026-06-29T10:21:34,12,Motorcycle,Left blind spot,HIGH,Blind spot intrusion
269,2026-06-29T10:21:17,5,Pedestrian,Door safety zone,MEDIUM,Pedestrian near door
268,2026-06-29T10:21:17,12,Motorcycle,Left blind spot,HIGH,Blind spot intrusion
267,2026-06-29T10:21:04,12,Motorcycle,Left blind spot,HIGH,Blind spot intrusion
266,2026-06-29T10:21:01,5,Pedestrian,Door safety zone,MEDIUM,Pedestrian near door
265,2026-06-29T10:20:45,5,Pedestrian,Door safety zone,MEDIUM,Pedestrian near door
264,2026-06-29T10:20:45,12,Motorcycle,Left blind spot,HIGH,Blind spot intrusion
263,2026-06-29T10:20:30,12,Motorcycle,Left blind spot,HIGH,Blind spot intrusion
262,2026-06-29T10:20:28,5,Pedestrian,Door safety zone,MEDIUM,Pedestrian near door
261,2026-06-29T10:20:12,5,Pedestrian,Door safety zone,MEDIUM,Pedestrian near door
260,2026-06-29T10:20:12,12,Motorcycle,Left blind spot,HIGH,Blind spot intrusion
259,2026-06-29T10:19:56,12,Motorcycle,Left blind spot,HIGH,Blind spot intrusion
258,2026-06-29T10:19:56,5,Pedestrian,Door safety zone,MEDIUM,Pedestrian near door
257,2026-06-29T10:19:39,5,Pedestrian,Door safety zone,MEDIUM,Pedestrian near door
256,2026-06-29T10:19:39,12,Motorcycle,Left blind spot,HIGH,Blind spot intrusion
255,2026-06-29T10:19:23,5,Pedestrian,Door safety zone,MEDIUM,Pedestrian near door
254,2026-06-29T10:19:23,12,Motorcycle,Left blind spot,HIGH,Blind spot intrusion
253,2026-06-29T10:19:06,5,Pedestrian,Door safety zone,MEDIUM,Pedestrian near door
252,2026-06-29T10:19:06,12,Motorcycle,Left blind spot,HIGH,Blind spot intrusion
251,2026-06-29T10:18:53,5,Pedestrian,Door safety zone,MEDIUM,Pedestrian near door
250,2026-06-29T10:18:50,12,Motorcycle,Left blind spot,HIGH,Blind spot intrusion
249,2026-06-29T10:18:37,12,Motorcycle,Left blind spot,HIGH,Blind spot intrusion
248,2026-06-29T10:18:36,5,Pedestrian,Door safety zone,MEDIUM,Pedestrian near door
247,2026-06-29T10:18:18,5,Pedestrian,Door safety zone,MEDIUM,Pedestrian near door
246,2026-06-29T10:18:17,12,Motorcycle,Left blind spot,HIGH,Blind spot intrusion
245,2026-06-29T10:18:03,12,Motorcycle,Left blind spot,HIGH,Blind spot intrusion
244,2026-06-29T10:18:01,5,Pedestrian,Door safety zone,MEDIUM,Pedestrian near door
243,2026-06-29T10:17:44,5,Pedestrian,Door safety zone,MEDIUM,Pedestrian near door
242,2026-06-29T10:17:44,12,Motorcycle,Left blind spot,HIGH,Blind spot intrusion
241,2026-06-29T10:17:29,12,Motorcycle,Left blind spot,HIGH,Blind spot intrusion
240,2026-06-29T10:17:24,5,Pedestrian,Door safety zone,MEDIUM,Pedestrian near door
239,2026-06-29T10:17:23,12,Motorcycle,Left blind spot,HIGH,Blind spot intrusion
238,2026-06-29T10:17:19,5,Pedestrian,Door safety zone,MEDIUM,Pedestrian near door
237,2026-06-29T10:17:03,5,Pedestrian,Door safety zone,MEDIUM,Pedestrian near door
236,2026-06-29T10:17:03,12,Motorcycle,Left blind spot,HIGH,Blind spot intrusion
235,2026-06-29T10:16:49,12,Motorcycle,Left blind spot,HIGH,Blind spot intrusion
234,2026-06-29T10:16:47,5,Pedestrian,Door safety zone,MEDIUM,Pedestrian near door
233,2026-06-29T10:16:32,5,Pedestrian,Door safety zone,MEDIUM,Pedestrian near door
232,2026-06-29T10:16:32,12,Motorcycle,Left blind spot,HIGH,Blind spot intrusion
231,2026-06-29T10:16:30,5,Pedestrian,Door safety zone,MEDIUM,Pedestrian near door
230,2026-06-29T10:16:30,12,Motorcycle,Left blind spot,HIGH,Blind spot intrusion
229,2026-06-29T10:16:17,12,Motorcycle,Left blind spot,HIGH,Blind spot intrusion
228,2026-06-29T10:16:15,5,Pedestrian,Door safety zone,MEDIUM,Pedestrian near door
227,2026-06-29T10:16:15,12,Motorcycle,Left blind spot,HIGH,Blind spot intrusion
226,2026-06-29T10:16:14,5,Pedestrian,Door safety zone,MEDIUM,Pedestrian near door
225,2026-06-29T10:16:02,5,Pedestrian,Door safety zone,MEDIUM,Pedestrian near door
224,2026-06-29T10:15:59,12,Motorcycle,Left blind spot,HIGH,Blind spot intrusion
223,2026-06-29T10:15:58,5,Pedestrian,Door safety zone,MEDIUM,Pedestrian near door
222,2026-06-29T10:15:58,12,Motorcycle,Left blind spot,HIGH,Blind spot intrusion
221,2026-06-29T10:15:45,5,Pedestrian,Door safety zone,MEDIUM,Pedestrian near door
